StringID   Type       x          y          demand     ReadyTime    DueDate      ServiceTime 
C25        c1         65.0       20.0       6.0        0.0          186.0        10.0        
C26        c2         45.0       30.0       17.0       0.0          208.0        10.0        
C27        c2         35.0       40.0       16.0       0.0          215.0        10.0        
C28        c2         41.0       37.0       16.0       0.0          213.0        10.0        
C29        c2         64.0       42.0       9.0        107.0        137.0        10.0        
C30        c1         40.0       60.0       21.0       0.0          194.0        10.0        
C31        c1         31.0       52.0       27.0       0.0          202.0        10.0        
C32        c1         35.0       69.0       23.0       0.0          186.0        10.0        
C33        c1         53.0       52.0       11.0       0.0          195.0        10.0        
C34        c1         65.0       55.0       14.0       0.0          183.0        10.0        
C35        c2         63.0       65.0       8.0        0.0          178.0        10.0        
C36        c2         2.0        60.0       5.0        147.0        177.0        10.0        
C37        c1         20.0       20.0       8.0        0.0          198.0        10.0        
C38        c2         5.0        5.0        16.0       56.0         86.0         10.0        
C39        c2         60.0       12.0       31.0       50.0         80.0         10.0        
C40        c1         40.0       25.0       9.0        0.0          208.0        10.0        
C41        c1         42.0       7.0        5.0        161.0        191.0        10.0        
C42        c2         24.0       12.0       5.0        137.0        167.0        10.0        
C43        c2         23.0       3.0        7.0        0.0          185.0        10.0        
C44        c2         11.0       14.0       18.0       0.0          188.0        10.0        
C45        c2         6.0        38.0       16.0       0.0          190.0        10.0        
C46        c2         2.0        48.0       1.0        0.0          184.0        10.0        
C47        c2         8.0        56.0       27.0       0.0          185.0        10.0        
C48        c2         13.0       52.0       36.0       0.0          192.0        10.0        
C49        c2         6.0        68.0       30.0       0.0          176.0        10.0        
C50        c2         47.0       47.0       13.0       0.0          203.0        10.0        
C51        c2         49.0       58.0       10.0       0.0          193.0        10.0        
C52        c2         27.0       43.0       9.0        101.0        131.0        10.0        
C53        c2         37.0       31.0       14.0       0.0          215.0        10.0        
C54        c2         57.0       29.0       18.0       0.0          197.0        10.0        
C55        c1         63.0       23.0       2.0        0.0          189.0        10.0        
C56        c1         53.0       12.0       6.0        48.0         78.0         10.0        
C57        c2         32.0       12.0       7.0        0.0          196.0        10.0        
C58        c1         36.0       26.0       18.0       0.0          210.0        10.0        
C59        c1         21.0       24.0       28.0       0.0          202.0        10.0        
C60        c1         17.0       34.0       3.0        0.0          201.0        10.0        
C61        c1         12.0       24.0       13.0       26.0         56.0         10.0        
C62        c2         24.0       58.0       19.0       0.0          194.0        10.0        
C63        c1         27.0       69.0       10.0       0.0          185.0        10.0        
C64        c2         15.0       77.0       9.0        101.0        131.0        10.0        
C65        c2         62.0       77.0       20.0       68.0         98.0         10.0        
C66        c2         49.0       73.0       25.0       0.0          179.0        10.0        
C67        c2         67.0       5.0        25.0       0.0          176.0        10.0        
C68        c1         56.0       39.0       36.0       0.0          198.0        10.0        
C69        c1         37.0       47.0       6.0        141.0        171.0        10.0        
C70        c2         37.0       56.0       5.0        0.0          198.0        10.0        
C71        c2         57.0       68.0       15.0       0.0          180.0        10.0        
C72        c1         47.0       16.0       25.0       0.0          197.0        10.0        
C73        c1         44.0       17.0       9.0        126.0        156.0        10.0        
C74        c1         46.0       13.0       8.0        0.0          195.0        10.0        
C75        c1         49.0       11.0       18.0       0.0          192.0        10.0        
C76        c1         49.0       42.0       13.0       0.0          204.0        10.0        
C77        c1         53.0       43.0       14.0       140.0        170.0        10.0        
C78        c2         61.0       52.0       3.0        0.0          188.0        10.0        
C79        c1         57.0       48.0       23.0       80.0         110.0        10.0        
C80        c1         56.0       37.0       6.0        0.0          198.0        10.0        
C81        c1         55.0       54.0       26.0       0.0          192.0        10.0        
C82        c2         15.0       47.0       16.0       0.0          196.0        10.0        
C83        c1         14.0       37.0       11.0       0.0          198.0        10.0        
C84        c1         11.0       31.0       7.0        0.0          195.0        10.0        
C85        c1         16.0       22.0       41.0       0.0          196.0        10.0        
C86        c2         4.0        18.0       35.0       0.0          184.0        10.0        
C87        c1         28.0       18.0       26.0       156.0        186.0        10.0        
C88        c2         26.0       52.0       9.0        156.0        186.0        10.0        
C89        c2         26.0       35.0       15.0       35.0         65.0         10.0        
C90        c1         31.0       67.0       3.0        59.0         89.0         10.0        
C91        c1         15.0       19.0       1.0        0.0          194.0        10.0        
C92        c1         22.0       22.0       2.0        0.0          201.0        10.0        
C93        c1         18.0       24.0       22.0       0.0          199.0        10.0        
C94        c1         26.0       27.0       27.0       0.0          207.0        10.0        
C95        c1         25.0       24.0       20.0       0.0          205.0        10.0        
C96        c1         22.0       27.0       11.0       0.0          204.0        10.0        
C97        c1         25.0       21.0       12.0       0.0          202.0        10.0        
C98        c1         19.0       21.0       10.0       0.0          198.0        10.0        
C99        c1         20.0       26.0       9.0        0.0          202.0        10.0        
C100       c1         18.0       18.0       17.0       0.0          195.0        10.0        

E Battery capacity        64.06     
W^1 Truck load capacity   50.00     
W^2 Trailer load capacity 150.00    
F^1 Truck cost            850.00    
F^2 Complete vehicle cost 1000.00   
alpha Energy consumption per unit distance 1.00      
beta Energy replenished per unit waiting time 0.47      
v Average velocity        1.00      
