StringID   Type       x          y          demand     ReadyTime    DueDate      ServiceTime 
C90        c2         37.0       47.0       6.0        80.0         200.0        10.0        
C91        c1         49.0       42.0       13.0       439.0        559.0        10.0        
C92        c1         53.0       43.0       14.0       695.0        815.0        10.0        
C93        c2         61.0       52.0       3.0        317.0        437.0        10.0        
C94        c2         57.0       48.0       23.0       719.0        839.0        10.0        
C95        c2         56.0       37.0       6.0        529.0        649.0        10.0        
C96        c2         55.0       54.0       26.0       277.0        397.0        10.0        
C97        c2         4.0        18.0       35.0       781.0        901.0        10.0        
C98        c2         26.0       52.0       9.0        218.0        338.0        10.0        
C99        c2         26.0       35.0       15.0       21.0         141.0        10.0        
C100       c2         31.0       67.0       3.0        468.0        588.0        10.0        

E Battery capacity        211.04    
W^1 Truck load capacity   250.00    
W^2 Trailer load capacity 750.00    
F^1 Truck cost            850.00    
F^2 Complete vehicle cost 1000.00   
alpha Energy consumption per unit distance 1.00      
beta Energy replenished per unit waiting time 0.14      
v Average velocity        1.00      
