StringID   Type       x          y          demand     ReadyTime    DueDate      ServiceTime 
C29        c1         20.0       50.0       10.0       2562.0       2882.0       90.0        
C30        c2         20.0       55.0       10.0       2657.0       2977.0       90.0        
C31        c2         10.0       35.0       20.0       2180.0       2500.0       90.0        
C32        c1         10.0       40.0       30.0       2367.0       2687.0       90.0        
C33        c1         8.0        40.0       40.0       2275.0       2595.0       90.0        
C34        c1         8.0        45.0       20.0       1614.0       1934.0       90.0        
C35        c2         5.0        35.0       10.0       2085.0       2405.0       90.0        
C36        c1         5.0        45.0       10.0       1707.0       2027.0       90.0        
C37        c1         2.0        40.0       20.0       1989.0       2309.0       90.0        
C38        c1         0.0        40.0       30.0       1897.0       2217.0       90.0        
C39        c2         0.0        45.0       20.0       1802.0       2122.0       90.0        
C40        c1         36.0       18.0       10.0       888.0        1208.0       90.0        
C41        c1         35.0       32.0       10.0       40.0         360.0        90.0        
C42        c1         33.0       32.0       20.0       132.0        452.0        90.0        
C43        c1         33.0       35.0       10.0       17.0         337.0        90.0        
C44        c2         32.0       20.0       10.0       794.0        1114.0       90.0        
C45        c1         30.0       30.0       10.0       602.0        922.0        90.0        
C46        c2         34.0       25.0       30.0       698.0        1018.0       90.0        
C47        c1         30.0       35.0       10.0       227.0        547.0        90.0        
C48        c2         36.0       40.0       10.0       11.0         331.0        90.0        
C49        c2         48.0       20.0       10.0       1879.0       2199.0       90.0        
C50        c1         26.0       32.0       10.0       415.0        735.0        90.0        
C51        c1         25.0       30.0       10.0       507.0        827.0        90.0        
C52        c1         25.0       35.0       10.0       322.0        642.0        90.0        
C53        c2         44.0       5.0        20.0       1591.0       1911.0       90.0        
C54        c2         42.0       10.0       40.0       1686.0       2006.0       90.0        
C55        c2         42.0       15.0       10.0       1781.0       2101.0       90.0        
C56        c1         40.0       5.0        30.0       1497.0       1817.0       90.0        
C57        c1         38.0       15.0       40.0       1121.0       1441.0       90.0        
C58        c1         38.0       5.0        30.0       1405.0       1725.0       90.0        
C59        c2         38.0       10.0       10.0       1216.0       1536.0       90.0        
C60        c1         35.0       5.0        20.0       1312.0       1632.0       90.0        
C61        c1         50.0       30.0       10.0       2259.0       2579.0       90.0        
C62        c1         50.0       35.0       20.0       2540.0       2860.0       90.0        
C63        c1         50.0       40.0       50.0       1830.0       2150.0       90.0        
C64        c1         48.0       30.0       10.0       2167.0       2487.0       90.0        
C65        c2         44.0       25.0       10.0       1976.0       2296.0       90.0        
C66        c1         47.0       35.0       10.0       2633.0       2953.0       90.0        
C67        c1         47.0       40.0       10.0       1923.0       2243.0       90.0        
C68        c2         42.0       30.0       10.0       2071.0       2391.0       90.0        
C69        c1         45.0       35.0       10.0       2725.0       3045.0       90.0        
C70        c1         95.0       30.0       30.0       955.0        1275.0       90.0        
C71        c2         95.0       35.0       20.0       860.0        1180.0       90.0        
C72        c1         53.0       30.0       10.0       2352.0       2672.0       90.0        
C73        c1         92.0       30.0       10.0       1048.0       1368.0       90.0        
C74        c1         53.0       35.0       50.0       2447.0       2767.0       90.0        
C75        c1         45.0       65.0       20.0       1099.0       1419.0       90.0        
C76        c2         90.0       35.0       10.0       765.0        1085.0       90.0        
C77        c2         72.0       45.0       10.0       1534.0       1854.0       90.0        
C78        c2         78.0       40.0       20.0       1436.0       1756.0       90.0        
C79        c2         87.0       30.0       10.0       1242.0       1562.0       90.0        
C80        c2         85.0       25.0       10.0       1147.0       1467.0       90.0        
C81        c2         85.0       35.0       30.0       1337.0       1657.0       90.0        
C82        c1         75.0       55.0       20.0       428.0        748.0        90.0        
C83        c1         72.0       55.0       10.0       335.0        655.0        90.0        
C84        c1         70.0       58.0       20.0       241.0        561.0        90.0        
C85        c2         86.0       46.0       30.0       663.0        983.0        90.0        
C86        c2         66.0       55.0       10.0       146.0        466.0        90.0        
C87        c2         64.0       46.0       20.0       1632.0       1952.0       90.0        
C88        c2         65.0       60.0       30.0       51.0         371.0        90.0        
C89        c2         56.0       64.0       10.0       22.0         342.0        90.0        
C90        c2         60.0       55.0       10.0       21.0         341.0        90.0        
C91        c2         60.0       60.0       10.0       23.0         343.0        90.0        
C92        c1         67.0       85.0       20.0       523.0        843.0        90.0        
C93        c2         42.0       58.0       40.0       1289.0       1609.0       90.0        
C94        c2         65.0       82.0       10.0       429.0        749.0        90.0        
C95        c2         62.0       80.0       30.0       336.0        656.0        90.0        
C96        c2         62.0       40.0       10.0       1728.0       2048.0       90.0        
C97        c2         60.0       85.0       30.0       620.0        940.0        90.0        
C98        c2         58.0       75.0       20.0       239.0        559.0        90.0        
C99        c2         55.0       80.0       10.0       810.0        1130.0       90.0        
C100       c2         55.0       85.0       20.0       715.0        1035.0       90.0        

E Battery capacity        117.78    
W^1 Truck load capacity   175.00    
W^2 Trailer load capacity 525.00    
F^1 Truck cost            850.00    
F^2 Complete vehicle cost 1000.00   
alpha Energy consumption per unit distance 1.00      
beta Energy replenished per unit waiting time 2.29      
v Average velocity        1.00      
