StringID   Type       x          y          demand     ReadyTime    DueDate      ServiceTime 
C30        c2         20.0       55.0       10.0       276.0        486.0        90.0        
C31        c2         10.0       35.0       20.0       389.0        595.0        90.0        
C32        c1         10.0       40.0       30.0       170.0        438.0        90.0        
C33        c1         8.0        40.0       40.0       232.0        560.0        90.0        
C34        c2         8.0        45.0       20.0       120.0        318.0        90.0        
C35        c2         5.0        35.0       10.0       550.0        830.0        90.0        
C36        c2         5.0        45.0       10.0       176.0        448.0        90.0        
C37        c1         2.0        40.0       20.0       495.0        693.0        90.0        
C38        c1         0.0        40.0       30.0       380.0        624.0        90.0        
C39        c2         0.0        45.0       20.0       276.0        538.0        90.0        
C40        c1         35.0       30.0       10.0       58.0         284.0        90.0        
C41        c1         35.0       32.0       10.0       19.0         260.0        90.0        
C42        c1         33.0       32.0       20.0       162.0        366.0        90.0        
C43        c2         33.0       35.0       10.0       699.0        939.0        90.0        
C44        c1         32.0       30.0       10.0       231.0        481.0        90.0        
C45        c1         30.0       30.0       10.0       339.0        557.0        90.0        
C46        c1         30.0       32.0       30.0       504.0        762.0        90.0        
C47        c1         30.0       35.0       10.0       614.0        838.0        90.0        
C48        c1         28.0       30.0       10.0       425.0        655.0        90.0        
C49        c1         28.0       35.0       10.0       876.0        1126.0       90.0        
C50        c2         26.0       32.0       10.0       844.0        1054.0       90.0        
C51        c2         25.0       30.0       10.0       723.0        989.0        90.0        
C52        c2         25.0       35.0       10.0       883.0        1124.0       90.0        
C53        c2         44.0       5.0        20.0       324.0        624.0        90.0        
C54        c2         42.0       10.0       40.0       724.0        954.0        90.0        
C55        c1         42.0       15.0       10.0       817.0        1051.0       90.0        
C56        c1         40.0       5.0        30.0       261.0        499.0        90.0        
C57        c1         40.0       15.0       40.0       813.0        1111.0       90.0        
C58        c1         38.0       5.0        30.0       159.0        417.0        90.0        
C59        c1         38.0       15.0       10.0       36.0         269.0        90.0        
C60        c2         35.0       5.0        20.0       110.0        339.0        90.0        
C61        c1         50.0       30.0       10.0       784.0        1123.0       90.0        
C62        c2         50.0       35.0       20.0       79.0         319.0        90.0        
C63        c1         50.0       40.0       50.0       15.0         295.0        90.0        
C64        c1         48.0       30.0       10.0       170.0        418.0        90.0        
C65        c1         48.0       40.0       10.0       13.0         302.0        90.0        
C66        c1         47.0       35.0       10.0       884.0        1129.0       90.0        
C67        c1         47.0       40.0       10.0       13.0         312.0        90.0        
C68        c2         45.0       30.0       10.0       254.0        520.0        90.0        
C69        c1         45.0       35.0       10.0       344.0        620.0        90.0        
C70        c2         95.0       30.0       30.0       309.0        525.0        90.0        
C71        c2         95.0       35.0       20.0       387.0        637.0        90.0        
C72        c2         53.0       30.0       10.0       828.0        1030.0       90.0        
C73        c2         92.0       30.0       10.0       187.0        485.0        90.0        
C74        c2         53.0       35.0       50.0       20.0         276.0        90.0        
C75        c2         45.0       65.0       20.0       16.0         317.0        90.0        
C76        c1         90.0       35.0       10.0       479.0        735.0        90.0        
C77        c1         88.0       30.0       10.0       435.0        699.0        90.0        
C78        c1         88.0       35.0       20.0       569.0        829.0        90.0        
C79        c1         87.0       30.0       10.0       355.0        597.0        90.0        
C80        c2         85.0       25.0       10.0       557.0        769.0        90.0        
C81        c2         85.0       35.0       30.0       667.0        917.0        90.0        
C82        c2         75.0       55.0       20.0       355.0        633.0        90.0        
C83        c2         72.0       55.0       10.0       463.0        711.0        90.0        
C84        c2         70.0       58.0       20.0       560.0        800.0        90.0        
C85        c2         68.0       60.0       30.0       628.0        918.0        90.0        
C86        c1         66.0       55.0       10.0       71.0         343.0        90.0        
C87        c1         65.0       55.0       20.0       26.0         263.0        90.0        
C88        c2         65.0       60.0       30.0       748.0        984.0        90.0        
C89        c2         63.0       58.0       10.0       838.0        1080.0       90.0        
C90        c2         60.0       55.0       10.0       21.0         274.0        90.0        
C91        c2         60.0       60.0       10.0       781.0        1123.0       90.0        
C92        c1         67.0       85.0       20.0       367.0        611.0        90.0        
C93        c2         65.0       85.0       40.0       439.0        723.0        90.0        
C94        c2         65.0       82.0       10.0       284.0        506.0        90.0        
C95        c2         62.0       80.0       30.0       191.0        413.0        90.0        
C96        c2         60.0       80.0       10.0       75.0         345.0        90.0        
C97        c2         60.0       85.0       30.0       551.0        801.0        90.0        
C98        c2         58.0       75.0       20.0       80.0         348.0        90.0        
C99        c2         55.0       80.0       10.0       744.0        988.0        90.0        
C100       c2         55.0       85.0       20.0       662.0        880.0        90.0        

E Battery capacity        79.69     
W^1 Truck load capacity   50.00     
W^2 Trailer load capacity 150.00    
F^1 Truck cost            850.00    
F^2 Complete vehicle cost 1000.00   
alpha Energy consumption per unit distance 1.00      
beta Energy replenished per unit waiting time 3.39      
v Average velocity        1.00      
