StringID   Type       x          y          demand     ReadyTime    DueDate      ServiceTime 
C29        c1         20.0       50.0       10.0       2642.0       2802.0       90.0        
C30        c2         20.0       55.0       10.0       0.0          3279.0       90.0        
C31        c2         10.0       35.0       20.0       2260.0       2420.0       90.0        
C32        c1         10.0       40.0       30.0       2447.0       2607.0       90.0        
C33        c1         8.0        40.0       40.0       2355.0       2515.0       90.0        
C34        c1         8.0        45.0       20.0       0.0          3267.0       90.0        
C35        c2         5.0        35.0       10.0       2165.0       2325.0       90.0        
C36        c1         5.0        45.0       10.0       1787.0       1947.0       90.0        
C37        c1         2.0        40.0       20.0       0.0          3260.0       90.0        
C38        c1         0.0        40.0       30.0       1977.0       2137.0       90.0        
C39        c2         0.0        45.0       20.0       1882.0       2042.0       90.0        
C40        c1         36.0       18.0       10.0       968.0        1128.0       90.0        
C41        c1         35.0       32.0       10.0       0.0          3281.0       90.0        
C42        c1         33.0       32.0       20.0       0.0          3280.0       90.0        
C43        c1         33.0       35.0       10.0       0.0          3283.0       90.0        
C44        c2         32.0       20.0       10.0       874.0        1034.0       90.0        
C45        c1         30.0       30.0       10.0       0.0          3277.0       90.0        
C46        c2         34.0       25.0       30.0       0.0          3274.0       90.0        
C47        c1         30.0       35.0       10.0       0.0          3281.0       90.0        
C48        c2         36.0       40.0       10.0       0.0          3289.0       90.0        
C49        c2         48.0       20.0       10.0       0.0          3268.0       90.0        
C50        c1         26.0       32.0       10.0       0.0          3277.0       90.0        
C51        c1         25.0       30.0       10.0       0.0          3275.0       90.0        
C52        c1         25.0       35.0       10.0       402.0        562.0        90.0        
C53        c2         44.0       5.0        20.0       1671.0       1831.0       90.0        
C54        c2         42.0       10.0       40.0       0.0          3259.0       90.0        
C55        c2         42.0       15.0       10.0       1861.0       2021.0       90.0        
C56        c1         40.0       5.0        30.0       0.0          3255.0       90.0        
C57        c1         38.0       15.0       40.0       0.0          3264.0       90.0        
C58        c1         38.0       5.0        30.0       0.0          3254.0       90.0        
C59        c2         38.0       10.0       10.0       0.0          3259.0       90.0        
C60        c1         35.0       5.0        20.0       0.0          3254.0       90.0        
C61        c1         50.0       30.0       10.0       0.0          3277.0       90.0        
C62        c1         50.0       35.0       20.0       0.0          3281.0       90.0        
C63        c1         50.0       40.0       50.0       1910.0       2070.0       90.0        
C64        c1         48.0       30.0       10.0       0.0          3278.0       90.0        
C65        c2         44.0       25.0       10.0       2056.0       2216.0       90.0        
C66        c1         47.0       35.0       10.0       2713.0       2873.0       90.0        
C67        c1         47.0       40.0       10.0       0.0          3287.0       90.0        
C68        c2         42.0       30.0       10.0       0.0          3279.0       90.0        
C69        c1         45.0       35.0       10.0       2805.0       2965.0       90.0        
C70        c1         95.0       30.0       30.0       1035.0       1195.0       90.0        
C71        c2         95.0       35.0       20.0       940.0        1100.0       90.0        
C72        c1         53.0       30.0       10.0       2432.0       2592.0       90.0        
C73        c1         92.0       30.0       10.0       0.0          3244.0       90.0        
C74        c1         53.0       35.0       50.0       0.0          3280.0       90.0        
C75        c1         45.0       65.0       20.0       1179.0       1339.0       90.0        
C76        c2         90.0       35.0       10.0       845.0        1005.0       90.0        
C77        c2         72.0       45.0       10.0       0.0          3267.0       90.0        
C78        c2         78.0       40.0       20.0       1516.0       1676.0       90.0        
C79        c2         87.0       30.0       10.0       1322.0       1482.0       90.0        
C80        c2         85.0       25.0       10.0       1227.0       1387.0       90.0        
C81        c2         85.0       35.0       30.0       1417.0       1577.0       90.0        
C82        c1         75.0       55.0       20.0       508.0        668.0        90.0        
C83        c1         72.0       55.0       10.0       415.0        575.0        90.0        
C84        c1         70.0       58.0       20.0       321.0        481.0        90.0        
C85        c2         86.0       46.0       30.0       0.0          3253.0       90.0        
C86        c2         66.0       55.0       10.0       226.0        386.0        90.0        
C87        c2         64.0       46.0       20.0       0.0          3275.0       90.0        
C88        c2         65.0       60.0       30.0       0.0          3273.0       90.0        
C89        c2         56.0       64.0       10.0       0.0          3278.0       90.0        
C90        c2         60.0       55.0       10.0       0.0          3279.0       90.0        
C91        c2         60.0       60.0       10.0       0.0          3277.0       90.0        
C92        c1         67.0       85.0       20.0       603.0        763.0        90.0        
C93        c2         42.0       58.0       40.0       1369.0       1529.0       90.0        
C94        c2         65.0       82.0       10.0       509.0        669.0        90.0        
C95        c2         62.0       80.0       30.0       0.0          3262.0       90.0        
C96        c2         62.0       40.0       10.0       1808.0       1968.0       90.0        
C97        c2         60.0       85.0       30.0       700.0        860.0        90.0        
C98        c2         58.0       75.0       20.0       319.0        479.0        90.0        
C99        c2         55.0       80.0       10.0       0.0          3266.0       90.0        
C100       c2         55.0       85.0       20.0       0.0          3261.0       90.0        

E Battery capacity        118.23    
W^1 Truck load capacity   175.00    
W^2 Trailer load capacity 525.00    
F^1 Truck cost            850.00    
F^2 Complete vehicle cost 1000.00   
alpha Energy consumption per unit distance 1.00      
beta Energy replenished per unit waiting time 2.28      
v Average velocity        1.00      
