StringID   Type       x          y          demand     ReadyTime    DueDate      ServiceTime 
C30        c2         20.0       55.0       10.0       0.0          1125.0       90.0        
C31        c2         10.0       35.0       20.0       0.0          1112.0       90.0        
C32        c1         10.0       40.0       30.0       0.0          1114.0       90.0        
C33        c1         8.0        40.0       40.0       355.0        437.0        90.0        
C34        c2         8.0        45.0       20.0       0.0          1113.0       90.0        
C35        c2         5.0        35.0       10.0       655.0        725.0        90.0        
C36        c2         5.0        45.0       10.0       0.0          1110.0       90.0        
C37        c1         2.0        40.0       20.0       0.0          1106.0       90.0        
C38        c1         0.0        40.0       30.0       472.0        532.0        90.0        
C39        c2         0.0        45.0       20.0       0.0          1105.0       90.0        
C40        c1         35.0       30.0       10.0       0.0          1125.0       90.0        
C41        c1         35.0       32.0       10.0       0.0          1127.0       90.0        
C42        c1         33.0       32.0       20.0       0.0          1126.0       90.0        
C43        c2         33.0       35.0       10.0       789.0        849.0        90.0        
C44        c1         32.0       30.0       10.0       0.0          1124.0       90.0        
C45        c1         30.0       30.0       10.0       0.0          1123.0       90.0        
C46        c1         30.0       32.0       30.0       0.0          1125.0       90.0        
C47        c1         30.0       35.0       10.0       0.0          1127.0       90.0        
C48        c1         28.0       30.0       10.0       0.0          1122.0       90.0        
C49        c1         28.0       35.0       10.0       1011.0       1073.0       90.0        
C50        c2         26.0       32.0       10.0       0.0          1123.0       90.0        
C51        c2         25.0       30.0       10.0       0.0          1121.0       90.0        
C52        c2         25.0       35.0       10.0       0.0          1124.0       90.0        
C53        c2         44.0       5.0        20.0       0.0          1100.0       90.0        
C54        c2         42.0       10.0       40.0       810.0        868.0        90.0        
C55        c1         42.0       15.0       10.0       905.0        963.0        90.0        
C56        c1         40.0       5.0        30.0       0.0          1101.0       90.0        
C57        c1         40.0       15.0       40.0       0.0          1111.0       90.0        
C58        c1         38.0       5.0        30.0       0.0          1100.0       90.0        
C59        c1         38.0       15.0       10.0       66.0         124.0        90.0        
C60        c2         35.0       5.0        20.0       0.0          1100.0       90.0        
C61        c1         50.0       30.0       10.0       980.0        1064.0       90.0        
C62        c2         50.0       35.0       20.0       0.0          1127.0       90.0        
C63        c1         50.0       40.0       50.0       0.0          1131.0       90.0        
C64        c1         48.0       30.0       10.0       0.0          1124.0       90.0        
C65        c1         48.0       40.0       10.0       0.0          1133.0       90.0        
C66        c1         47.0       35.0       10.0       0.0          1129.0       90.0        
C67        c1         47.0       40.0       10.0       0.0          1133.0       90.0        
C68        c2         45.0       30.0       10.0       0.0          1125.0       90.0        
C69        c1         45.0       35.0       10.0       0.0          1130.0       90.0        
C70        c2         95.0       30.0       30.0       390.0        444.0        90.0        
C71        c2         95.0       35.0       20.0       0.0          1088.0       90.0        
C72        c2         53.0       30.0       10.0       0.0          1122.0       90.0        
C73        c2         92.0       30.0       10.0       0.0          1090.0       90.0        
C74        c2         53.0       35.0       50.0       78.0         142.0        90.0        
C75        c2         45.0       65.0       20.0       0.0          1130.0       90.0        
C76        c1         90.0       35.0       10.0       575.0        639.0        90.0        
C77        c1         88.0       30.0       10.0       0.0          1094.0       90.0        
C78        c1         88.0       35.0       20.0       0.0          1095.0       90.0        
C79        c1         87.0       30.0       10.0       0.0          1094.0       90.0        
C80        c2         85.0       25.0       10.0       0.0          1094.0       90.0        
C81        c2         85.0       35.0       30.0       761.0        823.0        90.0        
C82        c2         75.0       55.0       20.0       459.0        529.0        90.0        
C83        c2         72.0       55.0       10.0       0.0          1113.0       90.0        
C84        c2         70.0       58.0       20.0       0.0          1114.0       90.0        
C85        c2         68.0       60.0       30.0       0.0          1116.0       90.0        
C86        c1         66.0       55.0       10.0       0.0          1119.0       90.0        
C87        c1         65.0       55.0       20.0       0.0          1120.0       90.0        
C88        c2         65.0       60.0       30.0       0.0          1119.0       90.0        
C89        c2         63.0       58.0       10.0       0.0          1121.0       90.0        
C90        c2         60.0       55.0       10.0       0.0          1125.0       90.0        
C91        c2         60.0       60.0       10.0       0.0          1123.0       90.0        
C92        c1         67.0       85.0       20.0       459.0        519.0        90.0        
C93        c2         65.0       85.0       40.0       0.0          1102.0       90.0        
C94        c2         65.0       82.0       10.0       0.0          1105.0       90.0        
C95        c2         62.0       80.0       30.0       0.0          1108.0       90.0        
C96        c2         60.0       80.0       10.0       177.0        243.0        90.0        
C97        c2         60.0       85.0       30.0       645.0        707.0        90.0        
C98        c2         58.0       75.0       20.0       0.0          1115.0       90.0        
C99        c2         55.0       80.0       10.0       836.0        896.0        90.0        
C100       c2         55.0       85.0       20.0       744.0        798.0        90.0        

E Battery capacity        79.69     
W^1 Truck load capacity   50.00     
W^2 Trailer load capacity 150.00    
F^1 Truck cost            850.00    
F^2 Complete vehicle cost 1000.00   
alpha Energy consumption per unit distance 1.00      
beta Energy replenished per unit waiting time 3.39      
v Average velocity        1.00      
