StringID   Type       x          y          demand     ReadyTime    DueDate      ServiceTime 
C29        c1         20.0       50.0       10.0       2402.0       3042.0       90.0        
C30        c2         20.0       55.0       10.0       2497.0       3137.0       90.0        
C31        c2         10.0       35.0       20.0       2020.0       2660.0       90.0        
C32        c1         10.0       40.0       30.0       2207.0       2847.0       90.0        
C33        c1         8.0        40.0       40.0       2115.0       2755.0       90.0        
C34        c1         8.0        45.0       20.0       1454.0       2094.0       90.0        
C35        c2         5.0        35.0       10.0       1925.0       2565.0       90.0        
C36        c1         5.0        45.0       10.0       1547.0       2187.0       90.0        
C37        c1         2.0        40.0       20.0       1829.0       2469.0       90.0        
C38        c1         0.0        40.0       30.0       1737.0       2377.0       90.0        
C39        c2         0.0        45.0       20.0       1642.0       2282.0       90.0        
C40        c1         36.0       18.0       10.0       728.0        1368.0       90.0        
C41        c1         35.0       32.0       10.0       19.0         659.0        90.0        
C42        c1         33.0       32.0       20.0       20.0         660.0        90.0        
C43        c1         33.0       35.0       10.0       17.0         657.0        90.0        
C44        c2         32.0       20.0       10.0       634.0        1274.0       90.0        
C45        c1         30.0       30.0       10.0       442.0        1082.0       90.0        
C46        c2         34.0       25.0       30.0       538.0        1178.0       90.0        
C47        c1         30.0       35.0       10.0       67.0         707.0        90.0        
C48        c2         36.0       40.0       10.0       11.0         651.0        90.0        
C49        c2         48.0       20.0       10.0       1719.0       2359.0       90.0        
C50        c1         26.0       32.0       10.0       255.0        895.0        90.0        
C51        c1         25.0       30.0       10.0       347.0        987.0        90.0        
C52        c1         25.0       35.0       10.0       162.0        802.0        90.0        
C53        c2         44.0       5.0        20.0       1431.0       2071.0       90.0        
C54        c2         42.0       10.0       40.0       1526.0       2166.0       90.0        
C55        c2         42.0       15.0       10.0       1621.0       2261.0       90.0        
C56        c1         40.0       5.0        30.0       1337.0       1977.0       90.0        
C57        c1         38.0       15.0       40.0       961.0        1601.0       90.0        
C58        c1         38.0       5.0        30.0       1245.0       1885.0       90.0        
C59        c2         38.0       10.0       10.0       1056.0       1696.0       90.0        
C60        c1         35.0       5.0        20.0       1152.0       1792.0       90.0        
C61        c1         50.0       30.0       10.0       2099.0       2739.0       90.0        
C62        c1         50.0       35.0       20.0       2380.0       3020.0       90.0        
C63        c1         50.0       40.0       50.0       1670.0       2310.0       90.0        
C64        c1         48.0       30.0       10.0       2007.0       2647.0       90.0        
C65        c2         44.0       25.0       10.0       1816.0       2456.0       90.0        
C66        c1         47.0       35.0       10.0       2473.0       3113.0       90.0        
C67        c1         47.0       40.0       10.0       1763.0       2403.0       90.0        
C68        c2         42.0       30.0       10.0       1911.0       2551.0       90.0        
C69        c1         45.0       35.0       10.0       2565.0       3205.0       90.0        
C70        c1         95.0       30.0       30.0       795.0        1435.0       90.0        
C71        c2         95.0       35.0       20.0       700.0        1340.0       90.0        
C72        c1         53.0       30.0       10.0       2192.0       2832.0       90.0        
C73        c1         92.0       30.0       10.0       888.0        1528.0       90.0        
C74        c1         53.0       35.0       50.0       2287.0       2927.0       90.0        
C75        c1         45.0       65.0       20.0       939.0        1579.0       90.0        
C76        c2         90.0       35.0       10.0       605.0        1245.0       90.0        
C77        c2         72.0       45.0       10.0       1374.0       2014.0       90.0        
C78        c2         78.0       40.0       20.0       1276.0       1916.0       90.0        
C79        c2         87.0       30.0       10.0       1082.0       1722.0       90.0        
C80        c2         85.0       25.0       10.0       987.0        1627.0       90.0        
C81        c2         85.0       35.0       30.0       1177.0       1817.0       90.0        
C82        c1         75.0       55.0       20.0       268.0        908.0        90.0        
C83        c1         72.0       55.0       10.0       175.0        815.0        90.0        
C84        c1         70.0       58.0       20.0       81.0         721.0        90.0        
C85        c2         86.0       46.0       30.0       503.0        1143.0       90.0        
C86        c2         66.0       55.0       10.0       27.0         667.0        90.0        
C87        c2         64.0       46.0       20.0       1472.0       2112.0       90.0        
C88        c2         65.0       60.0       30.0       27.0         667.0        90.0        
C89        c2         56.0       64.0       10.0       22.0         662.0        90.0        
C90        c2         60.0       55.0       10.0       21.0         661.0        90.0        
C91        c2         60.0       60.0       10.0       23.0         663.0        90.0        
C92        c1         67.0       85.0       20.0       363.0        1003.0       90.0        
C93        c2         42.0       58.0       40.0       1129.0       1769.0       90.0        
C94        c2         65.0       82.0       10.0       269.0        909.0        90.0        
C95        c2         62.0       80.0       30.0       176.0        816.0        90.0        
C96        c2         62.0       40.0       10.0       1568.0       2208.0       90.0        
C97        c2         60.0       85.0       30.0       460.0        1100.0       90.0        
C98        c2         58.0       75.0       20.0       79.0         719.0        90.0        
C99        c2         55.0       80.0       10.0       650.0        1290.0       90.0        
C100       c2         55.0       85.0       20.0       555.0        1195.0       90.0        

E Battery capacity        117.66    
W^1 Truck load capacity   175.00    
W^2 Trailer load capacity 525.00    
F^1 Truck cost            850.00    
F^2 Complete vehicle cost 1000.00   
alpha Energy consumption per unit distance 1.00      
beta Energy replenished per unit waiting time 2.29      
v Average velocity        1.00      
